Time [s]	q1 [rad]	q2 [rad]	q3 [rad]	q4 [rad]	q5 [rad]	q6 [rad]	q7 [rad]
0.000000	0.000000	0.698132	0.000000	-1.047198	0.000000	1.308997	0.000000
0.005000	-0.000000	0.698132	0.000000	-1.047198	0.000000	1.308997	-0.000000
0.010000	-0.000000	0.698132	0.000000	-1.047197	0.000001	1.308997	-0.000000
0.015000	-0.000000	0.698132	0.000000	-1.047197	0.000002	1.308997	-0.000000
0.020000	-0.000000	0.698132	0.000001	-1.047197	0.000004	1.308998	-0.000000
0.025000	-0.000000	0.698132	0.000002	-1.047197	0.000009	1.308999	-0.000001
0.030000	-0.000000	0.698132	0.000004	-1.047196	0.000016	1.309000	-0.000001
0.035000	-0.000000	0.698132	0.000006	-1.047194	0.000027	1.309002	-0.000002
0.040000	-0.000000	0.698133	0.000009	-1.047193	0.000042	1.309005	-0.000002
0.045000	-0.000001	0.698133	0.000014	-1.047190	0.000062	1.309008	-0.000003
0.050000	-0.000001	0.698134	0.000020	-1.047187	0.000089	1.309013	-0.000004
0.055000	-0.000001	0.698134	0.000028	-1.047184	0.000123	1.309019	-0.000006
0.060000	-0.000002	0.698135	0.000038	-1.047179	0.000165	1.309027	-0.000007
0.065000	-0.000002	0.698136	0.000051	-1.047173	0.000216	1.309037	-0.000009
0.070000	-0.000003	0.698138	0.000066	-1.047167	0.000277	1.309048	-0.000010
0.075000	-0.000003	0.698139	0.000083	-1.047159	0.000349	1.309061	-0.000012
0.080000	-0.000004	0.698141	0.000105	-1.047150	0.000433	1.309077	-0.000014
0.085000	-0.000005	0.698143	0.000129	-1.047139	0.000530	1.309095	-0.000016
0.090000	-0.000007	0.698146	0.000158	-1.047127	0.000641	1.309116	-0.000018
0.095000	-0.000008	0.698149	0.000191	-1.047114	0.000766	1.309139	-0.000020
0.100000	-0.000010	0.698152	0.000228	-1.047100	0.000907	1.309165	-0.000022
0.105000	-0.000012	0.698156	0.000270	-1.047083	0.001064	1.309195	-0.000024
0.110000	-0.000014	0.698160	0.000317	-1.047065	0.001238	1.309227	-0.000026
0.115000	-0.000017	0.698164	0.000370	-1.047046	0.001429	1.309263	-0.000028
0.120000	-0.000019	0.698169	0.000428	-1.047025	0.001639	1.309302	-0.000030
0.125000	-0.000022	0.698175	0.000492	-1.047002	0.001868	1.309345	-0.000031
0.130000	-0.000026	0.698181	0.000563	-1.046977	0.002116	1.309392	-0.000033
0.135000	-0.000030	0.698188	0.000640	-1.046951	0.002384	1.309442	-0.000035
0.140000	-0.000034	0.698195	0.000725	-1.046923	0.002672	1.309496	-0.000037
0.145000	-0.000038	0.698203	0.000816	-1.046893	0.002981	1.309553	-0.000038
0.150000	-0.000043	0.698211	0.000915	-1.046862	0.003312	1.309615	-0.000039
0.155000	-0.000049	0.698220	0.001022	-1.046828	0.003664	1.309681	-0.000041
0.160000	-0.000055	0.698230	0.001137	-1.046793	0.004038	1.309750	-0.000042
0.165000	-0.000061	0.698240	0.001260	-1.046756	0.004435	1.309824	-0.000042
0.170000	-0.000068	0.698251	0.001392	-1.046718	0.004854	1.309902	-0.000043
0.175000	-0.000075	0.698262	0.001533	-1.046678	0.005295	1.309984	-0.000043
0.180000	-0.000083	0.698275	0.001682	-1.046636	0.005760	1.310069	-0.000044
0.185000	-0.000091	0.698288	0.001841	-1.046592	0.006247	1.310159	-0.000044
0.190000	-0.000100	0.698302	0.002010	-1.046547	0.006757	1.310253	-0.000043
0.195000	-0.000110	0.698316	0.002188	-1.046500	0.007291	1.310351	-0.000043
0.200000	-0.000120	0.698332	0.002376	-1.046452	0.007847	1.310453	-0.000042
0.205000	-0.000130	0.698348	0.002574	-1.046402	0.008427	1.310558	-0.000041
0.210000	-0.000142	0.698365	0.002782	-1.046351	0.009030	1.310668	-0.000040
0.215000	-0.000153	0.698382	0.003001	-1.046298	0.009656	1.310782	-0.000038
0.220000	-0.000166	0.698401	0.003231	-1.046244	0.010305	1.310899	-0.000037
0.225000	-0.000179	0.698420	0.003472	-1.046188	0.010977	1.311020	-0.000034
0.230000	-0.000193	0.698440	0.003723	-1.046131	0.011671	1.311144	-0.000032
0.235000	-0.000207	0.698461	0.003986	-1.046073	0.012388	1.311272	-0.000029
0.240000	-0.000222	0.698483	0.004260	-1.046014	0.013128	1.311404	-0.000027
0.245000	-0.000238	0.698506	0.004545	-1.045953	0.013890	1.311539	-0.000023
0.250000	-0.000254	0.698529	0.004843	-1.045892	0.014674	1.311677	-0.000020
0.255000	-0.000271	0.698554	0.005151	-1.045829	0.015480	1.311819	-0.000016
0.260000	-0.000289	0.698579	0.005472	-1.045765	0.016307	1.311963	-0.000012
0.265000	-0.000307	0.698605	0.005805	-1.045701	0.017156	1.312111	-0.000008
0.270000	-0.000326	0.698632	0.006149	-1.045635	0.018026	1.312261	-0.000003
0.275000	-0.000346	0.698660	0.006506	-1.045568	0.018917	1.312414	0.000002
0.280000	-0.000367	0.698689	0.006876	-1.045501	0.019829	1.312570	0.000007
0.285000	-0.000388	0.698719	0.007257	-1.045432	0.020761	1.312728	0.000012
0.290000	-0.000410	0.698749	0.007651	-1.045363	0.021712	1.312889	0.000018
0.295000	-0.000433	0.698781	0.008057	-1.045293	0.022684	1.313052	0.000024
0.300000	-0.000456	0.698813	0.008477	-1.045223	0.023675	1.313218	0.000030
0.305000	-0.000480	0.698847	0.008908	-1.045151	0.024685	1.313385	0.000037
0.310000	-0.000505	0.698881	0.009353	-1.045080	0.025714	1.313554	0.000044
0.315000	-0.000530	0.698916	0.009810	-1.045007	0.026761	1.313725	0.000051
0.320000	-0.000557	0.698952	0.010280	-1.044934	0.027826	1.313898	0.000058
0.325000	-0.000583	0.698989	0.010763	-1.044861	0.028909	1.314072	0.000065
0.330000	-0.000611	0.699027	0.011259	-1.044787	0.030010	1.314248	0.000073
0.335000	-0.000639	0.699066	0.011767	-1.044712	0.031128	1.314425	0.000081
0.340000	-0.000668	0.699106	0.012289	-1.044637	0.032262	1.314603	0.000089
0.345000	-0.000698	0.699147	0.012824	-1.044562	0.033413	1.314782	0.000098
0.350000	-0.000728	0.699189	0.013372	-1.044486	0.034580	1.314962	0.000106
0.355000	-0.000760	0.699231	0.013932	-1.044410	0.035762	1.315142	0.000115
0.360000	-0.000791	0.699275	0.014506	-1.044334	0.036960	1.315323	0.000125
0.365000	-0.000824	0.699319	0.015093	-1.044257	0.038173	1.315505	0.000134
0.370000	-0.000857	0.699365	0.015693	-1.044180	0.039401	1.315687	0.000143
0.375000	-0.000890	0.699411	0.016307	-1.044103	0.040643	1.315869	0.000153
0.380000	-0.000925	0.699459	0.016933	-1.044026	0.041899	1.316051	0.000163
0.385000	-0.000960	0.699507	0.017572	-1.043949	0.043169	1.316232	0.000173
0.390000	-0.000996	0.699557	0.018225	-1.043871	0.044452	1.316414	0.000184
0.395000	-0.001032	0.699607	0.018890	-1.043793	0.045748	1.316595	0.000194
0.400000	-0.001069	0.699658	0.019569	-1.043715	0.047057	1.316775	0.000205
0.405000	-0.001106	0.699710	0.020261	-1.043637	0.048378	1.316955	0.000216
0.410000	-0.001144	0.699763	0.020966	-1.043559	0.049711	1.317134	0.000227
0.415000	-0.001183	0.699817	0.021683	-1.043481	0.051055	1.317311	0.000238
0.420000	-0.001222	0.699873	0.022414	-1.043403	0.052411	1.317488	0.000249
0.425000	-0.001262	0.699929	0.023158	-1.043325	0.053778	1.317663	0.000261
0.430000	-0.001302	0.699986	0.023915	-1.043246	0.055156	1.317837	0.000273
0.435000	-0.001343	0.700043	0.024685	-1.043168	0.056544	1.318009	0.000284
0.440000	-0.001385	0.700102	0.025468	-1.043090	0.057941	1.318179	0.000296
0.445000	-0.001427	0.700162	0.026263	-1.043012	0.059349	1.318347	0.000308
0.450000	-0.001469	0.700223	0.027072	-1.042934	0.060766	1.318513	0.000321
0.455000	-0.001512	0.700285	0.027893	-1.042855	0.062192	1.318677	0.000333
0.460000	-0.001556	0.700348	0.028727	-1.042777	0.063627	1.318839	0.000346
0.465000	-0.001600	0.700412	0.029574	-1.042699	0.065071	1.318997	0.000358
0.470000	-0.001644	0.700477	0.030434	-1.042622	0.066522	1.319154	0.000371
0.475000	-0.001689	0.700542	0.031306	-1.042544	0.067982	1.319307	0.000384
0.480000	-0.001734	0.700609	0.032191	-1.042466	0.069449	1.319457	0.000397
0.485000	-0.001780	0.700677	0.033089	-1.042389	0.070923	1.319604	0.000410
0.490000	-0.001826	0.700746	0.033999	-1.042311	0.072404	1.319748	0.000423
0.495000	-0.001872	0.700816	0.034922	-1.042234	0.073892	1.319888	0.000437
0.500000	-0.001919	0.700886	0.035857	-1.042157	0.075386	1.320025	0.000450
0.505000	-0.001966	0.700958	0.036805	-1.042080	0.076887	1.320157	0.000464
0.510000	-0.002014	0.701031	0.037765	-1.042004	0.078393	1.320286	0.000477
0.515000	-0.002062	0.701105	0.038737	-1.041927	0.079905	1.320410	0.000491
0.520000	-0.002110	0.701180	0.039722	-1.041851	0.081422	1.320531	0.000505
0.525000	-0.002159	0.701256	0.040718	-1.041775	0.082944	1.320646	0.000519
0.530000	-0.002207	0.701333	0.041727	-1.041699	0.084470	1.320758	0.000533
0.535000	-0.002256	0.701411	0.042749	-1.041623	0.086001	1.320864	0.000547
0.540000	-0.002306	0.701490	0.043782	-1.041548	0.087537	1.320965	0.000561
0.545000	-0.002355	0.701570	0.044827	-1.041473	0.089076	1.321062	0.000575
0.550000	-0.002405	0.701651	0.045884	-1.041398	0.090619	1.321153	0.000590
0.555000	-0.002455	0.701733	0.046953	-1.041324	0.092165	1.321239	0.000604
0.560000	-0.002505	0.701817	0.048034	-1.041249	0.093714	1.321319	0.000618
0.565000	-0.002556	0.701901	0.049126	-1.041175	0.095266	1.321393	0.000633
0.570000	-0.002606	0.701986	0.050230	-1.041102	0.096821	1.321462	0.000648
0.575000	-0.002657	0.702073	0.051346	-1.041028	0.098378	1.321524	0.000662
0.580000	-0.002707	0.702161	0.052474	-1.040955	0.099937	1.321580	0.000677
0.585000	-0.002758	0.702249	0.053613	-1.040883	0.101498	1.321630	0.000692
0.590000	-0.002809	0.702339	0.054763	-1.040810	0.103061	1.321673	0.000706
0.595000	-0.002860	0.702430	0.055925	-1.040738	0.104625	1.321710	0.000721
0.600000	-0.002911	0.702522	0.057098	-1.040666	0.106190	1.321740	0.000736
0.605000	-0.002963	0.702616	0.058282	-1.040595	0.107756	1.321763	0.000751
0.610000	-0.003014	0.702710	0.059478	-1.040524	0.109322	1.321778	0.000766
0.615000	-0.003065	0.702806	0.060684	-1.040454	0.110889	1.321787	0.000781
0.620000	-0.003116	0.702902	0.061902	-1.040383	0.112456	1.321788	0.000796
0.625000	-0.003167	0.703000	0.063131	-1.040313	0.114023	1.321781	0.000811
0.630000	-0.003218	0.703099	0.064370	-1.040244	0.115590	1.321766	0.000826
0.635000	-0.003269	0.703200	0.065620	-1.040175	0.117156	1.321744	0.000842
0.640000	-0.003320	0.703301	0.066881	-1.040106	0.118721	1.321713	0.000857
0.645000	-0.003371	0.703404	0.068153	-1.040038	0.120286	1.321675	0.000872
0.650000	-0.003422	0.703508	0.069435	-1.039970	0.121849	1.321628	0.000887
0.655000	-0.003472	0.703613	0.070728	-1.039903	0.123410	1.321572	0.000903
0.660000	-0.003522	0.703719	0.072031	-1.039836	0.124970	1.321508	0.000918
0.665000	-0.003573	0.703827	0.073345	-1.039770	0.126528	1.321435	0.000933
0.670000	-0.003623	0.703935	0.074668	-1.039704	0.128084	1.321352	0.000948
0.675000	-0.003672	0.704046	0.076002	-1.039638	0.129638	1.321261	0.000964
0.680000	-0.003722	0.704157	0.077346	-1.039573	0.131189	1.321161	0.000979
0.685000	-0.003771	0.704270	0.078700	-1.039509	0.132737	1.321051	0.000995
0.690000	-0.003820	0.704383	0.080064	-1.039444	0.134282	1.320932	0.001010
0.695000	-0.003869	0.704499	0.081438	-1.039381	0.135825	1.320803	0.001025
0.700000	-0.003917	0.704615	0.082822	-1.039317	0.137363	1.320664	0.001041
0.705000	-0.003965	0.704733	0.084215	-1.039255	0.138899	1.320516	0.001056
0.710000	-0.004013	0.704852	0.085618	-1.039192	0.140430	1.320357	0.001071
0.715000	-0.004060	0.704973	0.087030	-1.039131	0.141958	1.320188	0.001087
0.720000	-0.004107	0.705095	0.088452	-1.039069	0.143481	1.320009	0.001102
0.725000	-0.004154	0.705218	0.089883	-1.039008	0.145000	1.319820	0.001117
0.730000	-0.004200	0.705343	0.091323	-1.038948	0.146515	1.319620	0.001133
0.735000	-0.004246	0.705469	0.092772	-1.038888	0.148024	1.319409	0.001148
0.740000	-0.004291	0.705596	0.094230	-1.038829	0.149529	1.319187	0.001163
0.745000	-0.004335	0.705725	0.095697	-1.038770	0.151029	1.318955	0.001179
0.750000	-0.004379	0.705855	0.097174	-1.038711	0.152523	1.318712	0.001194
0.755000	-0.004423	0.705987	0.098658	-1.038653	0.154012	1.318457	0.001209
0.760000	-0.004466	0.706120	0.100152	-1.038596	0.155495	1.318192	0.001224
0.765000	-0.004509	0.706254	0.101654	-1.038539	0.156973	1.317915	0.001239
0.770000	-0.004550	0.706390	0.103164	-1.038482	0.158444	1.317626	0.001255
0.775000	-0.004592	0.706528	0.104683	-1.038426	0.159909	1.317326	0.001270
0.780000	-0.004632	0.706667	0.106209	-1.038370	0.161368	1.317015	0.001285
0.785000	-0.004672	0.706807	0.107744	-1.038315	0.162821	1.316692	0.001300
0.790000	-0.004711	0.706949	0.109287	-1.038261	0.164266	1.316357	0.001315
0.795000	-0.004750	0.707093	0.110838	-1.038206	0.165705	1.316010	0.001330
0.800000	-0.004788	0.707238	0.112397	-1.038152	0.167137	1.315651	0.001345
0.805000	-0.004825	0.707384	0.113963	-1.038099	0.168562	1.315280	0.001360
0.810000	-0.004861	0.707532	0.115537	-1.038046	0.169979	1.314897	0.001375
0.815000	-0.004897	0.707682	0.117118	-1.037993	0.171389	1.314502	0.001389
0.820000	-0.004931	0.707833	0.118707	-1.037941	0.172791	1.314095	0.001404
0.825000	-0.004965	0.707986	0.120303	-1.037889	0.174185	1.313675	0.001419
0.830000	-0.004998	0.708140	0.121906	-1.037838	0.175572	1.313243	0.001434
0.835000	-0.005030	0.708296	0.123516	-1.037787	0.176950	1.312799	0.001448
0.840000	-0.005061	0.708453	0.125133	-1.037736	0.178320	1.312342	0.001463
0.845000	-0.005092	0.708612	0.126757	-1.037686	0.179682	1.311872	0.001477
0.850000	-0.005121	0.708773	0.128387	-1.037636	0.181035	1.311390	0.001492
0.855000	-0.005149	0.708935	0.130024	-1.037586	0.182380	1.310895	0.001506
0.860000	-0.005177	0.709099	0.131667	-1.037536	0.183716	1.310388	0.001520
0.865000	-0.005203	0.709265	0.133316	-1.037487	0.185043	1.309868	0.001534
0.870000	-0.005229	0.709432	0.134972	-1.037439	0.186361	1.309335	0.001549
0.875000	-0.005253	0.709601	0.136634	-1.037390	0.187669	1.308789	0.001563
0.880000	-0.005276	0.709772	0.138301	-1.037342	0.188969	1.308231	0.001577
0.885000	-0.005298	0.709944	0.139975	-1.037294	0.190259	1.307660	0.001591
0.890000	-0.005319	0.710118	0.141654	-1.037246	0.191539	1.307075	0.001605
0.895000	-0.005339	0.710294	0.143338	-1.037198	0.192810	1.306478	0.001618
0.900000	-0.005358	0.710472	0.145028	-1.037151	0.194071	1.305868	0.001632
0.905000	-0.005375	0.710651	0.146724	-1.037104	0.195323	1.305246	0.001646
0.910000	-0.005391	0.710832	0.148424	-1.037056	0.196564	1.304610	0.001659
0.915000	-0.005406	0.711014	0.150129	-1.037009	0.197795	1.303961	0.001673
0.920000	-0.005420	0.711199	0.151840	-1.036963	0.199016	1.303300	0.001686
0.925000	-0.005433	0.711385	0.153555	-1.036916	0.200227	1.302625	0.001700
0.930000	-0.005444	0.711572	0.155274	-1.036869	0.201427	1.301938	0.001713
0.935000	-0.005454	0.711762	0.156999	-1.036822	0.202617	1.301238	0.001726
0.940000	-0.005462	0.711953	0.158727	-1.036776	0.203796	1.300525	0.001739
0.945000	-0.005470	0.712146	0.160460	-1.036729	0.204964	1.299799	0.001752
0.950000	-0.005475	0.712341	0.162196	-1.036683	0.206122	1.299060	0.001765
0.955000	-0.005480	0.712538	0.163937	-1.036636	0.207269	1.298309	0.001778
0.960000	-0.005483	0.712736	0.165681	-1.036589	0.208405	1.297545	0.001791
0.965000	-0.005484	0.712937	0.167430	-1.036542	0.209530	1.296768	0.001803
0.970000	-0.005484	0.713139	0.169181	-1.036496	0.210644	1.295978	0.001816
0.975000	-0.005483	0.713343	0.170936	-1.036449	0.211746	1.295176	0.001828
0.980000	-0.005480	0.713548	0.172694	-1.036401	0.212838	1.294361	0.001841
0.985000	-0.005475	0.713756	0.174456	-1.036354	0.213918	1.293534	0.001853
0.990000	-0.005469	0.713965	0.176220	-1.036306	0.214986	1.292694	0.001865
0.995000	-0.005462	0.714176	0.177987	-1.036259	0.216043	1.291842	0.001877
1.000000	-0.005452	0.714389	0.179757	-1.036211	0.217089	1.290978	0.001889
1.005000	-0.005442	0.714604	0.181529	-1.036162	0.218123	1.290101	0.001901
1.010000	-0.005429	0.714820	0.183304	-1.036114	0.219145	1.289212	0.001912
1.015000	-0.005415	0.715039	0.185081	-1.036065	0.220156	1.288311	0.001924
1.020000	-0.005399	0.715259	0.186860	-1.036016	0.221155	1.287398	0.001936
1.025000	-0.005382	0.715481	0.188640	-1.035966	0.222142	1.286473	0.001947
1.030000	-0.005362	0.715705	0.190423	-1.035916	0.223117	1.285536	0.001958
1.035000	-0.005341	0.715930	0.192208	-1.035866	0.224080	1.284588	0.001969
1.040000	-0.005319	0.716158	0.193993	-1.035815	0.225032	1.283627	0.001980
1.045000	-0.005294	0.716387	0.195781	-1.035763	0.225971	1.282656	0.001991
1.050000	-0.005268	0.716618	0.197569	-1.035712	0.226898	1.281672	0.002002
1.055000	-0.005240	0.716851	0.199359	-1.035659	0.227813	1.280677	0.002013
1.060000	-0.005210	0.717086	0.201149	-1.035606	0.228716	1.279671	0.002024
1.065000	-0.005178	0.717323	0.202940	-1.035553	0.229607	1.278654	0.002034
1.070000	-0.005144	0.717561	0.204732	-1.035498	0.230486	1.277626	0.002045
1.075000	-0.005109	0.717802	0.206524	-1.035444	0.231353	1.276586	0.002055
1.080000	-0.005071	0.718044	0.208317	-1.035388	0.232207	1.275536	0.002065
1.085000	-0.005032	0.718288	0.210109	-1.035332	0.233049	1.274476	0.002075
1.090000	-0.004990	0.718534	0.211902	-1.035275	0.233878	1.273404	0.002085
1.095000	-0.004947	0.718781	0.213695	-1.035217	0.234696	1.272323	0.002095
1.100000	-0.004902	0.719031	0.215487	-1.035159	0.235501	1.271231	0.002104
1.105000	-0.004854	0.719282	0.217279	-1.035099	0.236294	1.270128	0.002114
1.110000	-0.004805	0.719535	0.219070	-1.035039	0.237074	1.269016	0.002123
1.115000	-0.004754	0.719790	0.220861	-1.034978	0.237842	1.267894	0.002133
1.120000	-0.004700	0.720046	0.222651	-1.034916	0.238598	1.266763	0.002142
1.125000	-0.004645	0.720305	0.224440	-1.034854	0.239341	1.265621	0.002151
1.130000	-0.004587	0.720565	0.226227	-1.034790	0.240072	1.264471	0.002160
1.135000	-0.004527	0.720827	0.228013	-1.034725	0.240790	1.263311	0.002169
1.140000	-0.004466	0.721091	0.229798	-1.034659	0.241496	1.262142	0.002177
1.145000	-0.004402	0.721356	0.231581	-1.034592	0.242190	1.260964	0.002186
1.150000	-0.004336	0.721623	0.233363	-1.034525	0.242872	1.259777	0.002194
1.155000	-0.004268	0.721892	0.235142	-1.034456	0.243541	1.258582	0.002203
1.160000	-0.004197	0.722163	0.236919	-1.034386	0.244197	1.257378	0.002211
1.165000	-0.004125	0.722435	0.238695	-1.034314	0.244842	1.256166	0.002219
1.170000	-0.004050	0.722710	0.240467	-1.034242	0.245474	1.254946	0.002227
1.175000	-0.003973	0.722985	0.242238	-1.034168	0.246094	1.253719	0.002235
1.180000	-0.003894	0.723263	0.244005	-1.034094	0.246701	1.252483	0.002242
1.185000	-0.003813	0.723542	0.245770	-1.034017	0.247296	1.251240	0.002250
1.190000	-0.003729	0.723823	0.247532	-1.033940	0.247879	1.249990	0.002257
1.195000	-0.003643	0.724106	0.249291	-1.033861	0.248450	1.248732	0.002265
1.200000	-0.003555	0.724390	0.251046	-1.033781	0.249009	1.247468	0.002272
1.205000	-0.003464	0.724676	0.252798	-1.033700	0.249555	1.246197	0.002279
1.210000	-0.003372	0.724964	0.254547	-1.033617	0.250089	1.244919	0.002286
1.215000	-0.003277	0.725253	0.256292	-1.033533	0.250612	1.243636	0.002292
1.220000	-0.003179	0.725544	0.258033	-1.033447	0.251122	1.242346	0.002299
1.225000	-0.003080	0.725836	0.259770	-1.033360	0.251620	1.241050	0.002306
1.230000	-0.002978	0.726130	0.261502	-1.033272	0.252106	1.239748	0.002312
1.235000	-0.002873	0.726425	0.263231	-1.033182	0.252580	1.238441	0.002318
1.240000	-0.002766	0.726722	0.264955	-1.033090	0.253043	1.237129	0.002324
1.245000	-0.002657	0.727021	0.266675	-1.032997	0.253493	1.235811	0.002330
1.250000	-0.002546	0.727321	0.268390	-1.032902	0.253932	1.234489	0.002336
1.255000	-0.002432	0.727623	0.270100	-1.032806	0.254359	1.233162	0.002342
1.260000	-0.002316	0.727926	0.271805	-1.032708	0.254774	1.231831	0.002347
1.265000	-0.002197	0.728230	0.273505	-1.032608	0.255177	1.230495	0.002353
1.270000	-0.002077	0.728536	0.275200	-1.032507	0.255569	1.229156	0.002358
1.275000	-0.001953	0.728844	0.276889	-1.032403	0.255950	1.227813	0.002363
1.280000	-0.001827	0.729153	0.278573	-1.032299	0.256319	1.226466	0.002368
1.285000	-0.001699	0.729463	0.280251	-1.032192	0.256676	1.225116	0.002373
1.290000	-0.001569	0.729774	0.281923	-1.032084	0.257022	1.223763	0.002378
1.295000	-0.001436	0.730087	0.283589	-1.031973	0.257357	1.222408	0.002382
1.300000	-0.001300	0.730402	0.285249	-1.031861	0.257681	1.221049	0.002387
1.305000	-0.001162	0.730717	0.286903	-1.031747	0.257993	1.219689	0.002391
1.310000	-0.001022	0.731034	0.288551	-1.031632	0.258294	1.218326	0.002395
1.315000	-0.000879	0.731353	0.290192	-1.031514	0.258584	1.216962	0.002399
1.320000	-0.000734	0.731672	0.291826	-1.031395	0.258863	1.215595	0.002403
1.325000	-0.000587	0.731993	0.293454	-1.031273	0.259132	1.214228	0.002407
1.330000	-0.000437	0.732315	0.295074	-1.031150	0.259389	1.212859	0.002410
1.335000	-0.000284	0.732638	0.296688	-1.031024	0.259636	1.211490	0.002414
1.340000	-0.000129	0.732962	0.298294	-1.030897	0.259872	1.210120	0.002417
1.345000	0.000028	0.733287	0.299893	-1.030768	0.260097	1.208750	0.002420
1.350000	0.000188	0.733614	0.301485	-1.030636	0.260312	1.207379	0.002423
1.355000	0.000350	0.733941	0.303069	-1.030503	0.260517	1.206009	0.002426
1.360000	0.000515	0.734270	0.304646	-1.030368	0.260711	1.204638	0.002429
1.365000	0.000682	0.734599	0.306214	-1.030230	0.260894	1.203269	0.002432
1.370000	0.000851	0.734930	0.307775	-1.030090	0.261068	1.201900	0.002434
1.375000	0.001023	0.735262	0.309328	-1.029949	0.261231	1.200533	0.002437
1.380000	0.001197	0.735594	0.310872	-1.029805	0.261384	1.199167	0.002439
1.385000	0.001374	0.735928	0.312408	-1.029659	0.261528	1.197803	0.002441
1.390000	0.001553	0.736262	0.313936	-1.029511	0.261661	1.196440	0.002443
1.395000	0.001735	0.736598	0.315455	-1.029360	0.261785	1.195080	0.002445
1.400000	0.001919	0.736934	0.316965	-1.029208	0.261899	1.193722	0.002446
1.405000	0.002105	0.737271	0.318467	-1.029053	0.262003	1.192366	0.002448
1.410000	0.002294	0.737608	0.319959	-1.028896	0.262098	1.191014	0.002449
1.415000	0.002485	0.737947	0.321443	-1.028737	0.262183	1.189665	0.002450
1.420000	0.002679	0.738286	0.322917	-1.028576	0.262259	1.188319	0.002451
1.425000	0.002875	0.738626	0.324382	-1.028412	0.262326	1.186977	0.002452
1.430000	0.003073	0.738967	0.325838	-1.028246	0.262383	1.185638	0.002453
1.435000	0.003274	0.739308	0.327284	-1.028078	0.262432	1.184304	0.002454
1.440000	0.003477	0.739650	0.328721	-1.027908	0.262471	1.182975	0.002454
1.445000	0.003682	0.739992	0.330148	-1.027735	0.262502	1.181650	0.002455
1.450000	0.003890	0.740335	0.331565	-1.027560	0.262524	1.180330	0.002455
1.455000	0.004100	0.740678	0.332972	-1.027383	0.262537	1.179015	0.002455
1.460000	0.004312	0.741022	0.334369	-1.027203	0.262542	1.177706	0.002455
1.465000	0.004526	0.741367	0.335756	-1.027021	0.262538	1.176402	0.002455
1.470000	0.004743	0.741711	0.337132	-1.026837	0.262525	1.175105	0.002454
1.475000	0.004962	0.742056	0.338498	-1.026651	0.262504	1.173813	0.002454
1.480000	0.005184	0.742402	0.339854	-1.026462	0.262476	1.172529	0.002453
1.485000	0.005407	0.742748	0.341199	-1.026270	0.262438	1.171250	0.002453
1.490000	0.005633	0.743094	0.342533	-1.026077	0.262393	1.169979	0.002452
1.495000	0.005861	0.743440	0.343857	-1.025881	0.262340	1.168715	0.002451
1.500000	0.006092	0.743786	0.345169	-1.025682	0.262280	1.167459	0.002450
1.505000	0.006324	0.744133	0.346471	-1.025482	0.262211	1.166210	0.002448
1.510000	0.006559	0.744480	0.347761	-1.025279	0.262135	1.164970	0.002447
1.515000	0.006796	0.744826	0.349040	-1.025073	0.262051	1.163737	0.002445
1.520000	0.007035	0.745173	0.350308	-1.024865	0.261960	1.162513	0.002444
1.525000	0.007276	0.745520	0.351565	-1.024655	0.261861	1.161298	0.002442
1.530000	0.007519	0.745867	0.352810	-1.024443	0.261756	1.160092	0.002440
1.535000	0.007764	0.746214	0.354043	-1.024228	0.261643	1.158895	0.002438
1.540000	0.008011	0.746561	0.355265	-1.024010	0.261523	1.157707	0.002435
1.545000	0.008261	0.746907	0.356475	-1.023791	0.261396	1.156529	0.002433
1.550000	0.008512	0.747253	0.357673	-1.023569	0.261262	1.155361	0.002431
1.555000	0.008766	0.747600	0.358859	-1.023344	0.261122	1.154203	0.002428
1.560000	0.009021	0.747945	0.360033	-1.023117	0.260974	1.153056	0.002425
1.565000	0.009278	0.748291	0.361195	-1.022888	0.260821	1.151919	0.002422
1.570000	0.009538	0.748636	0.362345	-1.022657	0.260660	1.150793	0.002419
